Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
196;Maher Carrizo;ARG;FW,MF;Vélez Sarsfield;Liga Profesional Argentina;19;2006;21;18;1,519;16.9;5;0;5;5;0;0;3;0;2.9;2.9;0.8;3.6;38;47;123;0.30;0.00;0.30;0.30;0.30;0.17;0.05;0.22;0.17;0.22;36;14;38.9;2.13;0.83;0.14;0.36;19.2;7;0;0;2.9;2.9;0.08;+2.1;+2.1;254;418;60.8;3530;1141;155;210;73.8;74;110;67.3;12;51;23.5;0;0.8;1.7;-0.8;10;10;24;1;47;36;2.13;18;5;6;4;3;0;3;0.18;0;1;1;1;0;0;15;10;5;8;2;2;12;16.7;10;17;0;17;4;19;8;0;661;9;51;242;384;49;661;77;34;44.2;43;55.8;429;2538;1203;38;33;12;61;37;460;123;3;0;0;24;27;15;54;4;10;0;0;0;50;14;27;34.1
220;Jeremías Chavero;ARG;FW;Lanús;Liga Profesional Argentina;19;2006;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;19;0;0;0;;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;1;45.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;2;1;1;1;0;0;2;0;0;;0;;1;2;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;100.0
222;Giovani Chiaverano;ARG;MF,FW;Newell's OB;Liga Profesional Argentina;20;2005;13;3;483;5.4;0;1;1;0;0;0;1;0;0.9;0.9;1.2;2.1;10;10;47;0.00;0.19;0.19;0.00;0.19;0.17;0.23;0.40;0.17;0.40;11;6;54.5;2.05;1.12;0.00;0.00;14.6;0;0;0;0.9;0.9;0.08;-0.9;-0.9;70;136;51.5;1060;353;42;60;70.0;21;42;50.0;5;17;29.4;1;1.2;1.2;-0.2;4;10;3;2;10;14;2.61;10;0;2;1;1;0;3;0.56;2;0;1;0;0;0;10;8;4;3;3;4;10;40.0;6;7;1;6;2;12;6;0;205;5;32;71;107;21;205;13;4;30.8;8;61.5;101;522;211;10;3;4;12;8;119;47;1;0;0;10;5;1;30;2;8;0;0;0;11;8;8;50.0
238;Lucas Cornejo;ARG;MF;Estudiantes–LP;Liga Profesional Argentina;20;2005;1;0;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;2;2;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.16;0.00;0.16;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;9;10;90.0;136;49;4;4;100.0;5;6;83.3;0;0;;0;0.0;0.0;0.0;1;1;1;0;2;3;12.86;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;0;0;;0;0;0;0;0;2;1;0;18;2;2;10;6;0;18;2;1;50.0;1;50.0;9;25;13;0;0;0;2;0;9;2;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;33.3
240;Kevin Coronel;ARG;DF;Arg Juniors;Liga Profesional Argentina;21;2004;3;1;121;1.3;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.2;7;15;8;0.00;0.00;0.00;0.00;0.00;0.04;0.07;0.11;0.04;0.11;2;1;50.0;1.49;0.74;0.00;0.00;24.5;0;0;0;0.1;0.1;0.03;-0.1;-0.1;89;113;78.8;1480;512;42;46;91.3;38;48;79.2;8;15;53.3;0;0.1;0.2;-0.1;2;5;5;2;15;6;4.46;6;0;0;0;0;0;0;0.00;0;0;0;0;0;0;3;2;2;1;0;1;1;100.0;0;3;0;3;2;5;3;0;134;4;41;52;43;6;134;2;1;50.0;1;50.0;83;446;293;7;6;2;3;0;82;8;0;0;0;2;2;0;9;2;2;0;0;0;11;2;0;100.0
245;Giorgio Costantini;BRA;MF,FW;River Plate;Liga Profesional Argentina;19;2006;2;0;14;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;7;71.4;70;53;2;3;66.7;3;3;100.0;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;0;1;0;0;1;1;100.0;0;0;0;0;0;1;4;0;15;2;6;8;1;0;15;0;0;;0;;1;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0
253;Juan Dadin;ARG;FW;River Plate;Liga Profesional Argentina;19;2006;4;1;117;1.3;0;1;1;0;0;0;0;0;0.5;0.5;0.0;0.6;1;4;12;0.00;0.77;0.77;0.00;0.77;0.40;0.02;0.42;0.40;0.42;4;4;100.0;3.08;3.08;0.00;0.00;15.6;0;0;0;0.5;0.5;0.13;-0.5;-0.5;20;30;66.7;215;60;12;16;75.0;4;6;66.7;1;1;100.0;1;0.0;0.1;+1.0;1;1;2;0;4;2;1.50;1;0;0;1;0;0;2;1.50;1;0;0;1;0;0;1;1;0;1;0;0;0;;0;1;0;1;0;1;0;0;43;0;0;17;26;4;43;0;0;;0;;22;65;28;1;0;0;2;2;31;12;0;0;0;3;0;0;3;0;1;0;0;0;1;1;2;33.3
254;Santiago Dalmasso;ARG;MF;Boca Juniors;Liga Profesional Argentina;21;2004;1;0;12;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.15;0.15;0.15;1;1;100.0;7.50;7.50;0.00;0.00;26.0;0;0;0;0.0;0.0;0.02;0.0;0.0;5;5;100.0;70;1;3;3;100.0;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;0;;0;0;0;0;0;1;0;0;7;0;1;5;1;0;7;1;1;100.0;0;0.0;3;6;3;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;100.0
255;Santiago Daniele;ARG;DF;Banfield;Liga Profesional Argentina;20;2005;6;3;271;3.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;0;3;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;2;0;0.0;0.66;0.00;0.00;;10.2;0;0;0;0.1;0.1;0.04;-0.1;-0.1;35;59;59.3;673;259;12;16;75.0;21;26;80.8;2;14;14.3;0;0.0;0.0;0.0;0;4;0;0;3;2;0.66;1;1;0;0;0;0;0;0.00;0;0;0;0;0;0;6;6;3;3;0;4;7;57.1;3;4;0;4;5;11;19;0;100;14;46;49;5;2;100;3;2;66.7;1;33.3;31;186;94;0;0;0;0;0;36;0;1;0;0;5;1;0;1;5;6;0;0;0;7;6;3;66.7
262;Jonathan De Irastorza;ARG;DF;Independiente;Liga Profesional Argentina;20;2005;5;5;396;4.4;0;0;0;0;0;0;2;0;0.0;0.0;0.2;0.2;5;21;14;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04;1;0;0.0;0.23;0.00;0.00;;30.6;0;0;0;0.0;0.0;0.01;0.0;0.0;176;260;67.7;3163;1430;75;88;85.2;72;109;66.1;21;45;46.7;0;0.2;0.3;-0.2;2;17;3;2;21;5;1.14;4;1;0;0;0;0;0;0.00;0;0;0;0;0;0;6;2;4;2;0;2;6;33.3;4;4;0;4;3;9;18;0;298;6;89;158;54;1;298;3;2;66.7;1;33.3;118;538;333;5;2;1;4;2;151;14;2;0;0;5;2;0;12;3;2;0;1;0;19;3;6;33.3
263;Agustín De la Cuesta;ARG;MF;River Plate;Liga Profesional Argentina;19;2006;1;1;61;0.7;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;6;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;45;49;91.8;745;250;25;27;92.6;18;18;100.0;2;4;50.0;0;0.0;0.0;0.0;0;7;0;0;6;3;4.43;1;1;0;0;1;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;2;0.0;2;0;0;0;2;3;1;0;54;1;10;39;5;0;54;0;0;;0;;30;117;43;1;1;0;1;1;42;0;0;0;0;1;2;0;0;2;1;0;0;0;5;0;0;
271;Milton Delgado;ARG;MF;Boca Juniors;Liga Profesional Argentina;20;2005;18;15;1,317;14.6;0;1;1;0;0;0;3;0;0.1;0.1;0.0;0.2;14;85;9;0.00;0.07;0.07;0.00;0.07;0.01;0.00;0.01;0.01;0.01;1;0;0.0;0.07;0.00;0.00;;13.8;0;0;0;0.1;0.1;0.15;-0.1;-0.1;786;870;90.3;14201;3795;327;345;94.8;375;399;94.0;74;99;74.7;1;0.0;0.4;+1.0;2;78;5;0;85;13;0.89;13;0;0;0;0;0;3;0.21;3;0;0;0;0;0;37;25;12;23;2;14;28;50.0;14;13;1;12;21;58;16;2;1004;15;215;711;85;1;1004;20;13;65.0;7;35.0;515;2191;1060;14;12;0;29;23;709;9;3;0;0;20;24;0;0;21;25;0;0;0;100;13;12;52.0
276;Máximo Desábato;ARG;DF;Estudiantes–LP;Liga Profesional Argentina;20;2005;1;1;90;1.0;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07;1;1;100.0;1.00;1.00;0.00;0.00;10.1;0;0;0;0.1;0.1;0.07;-0.1;-0.1;36;41;87.8;593;168;16;17;94.1;16;18;88.9;2;4;50.0;0;0.0;0.0;0.0;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;4;0;50;4;19;29;2;2;50;1;0;0.0;1;100.0;32;90;29;0;0;0;0;0;37;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3;0;100.0
277;Facundo Di Biasi;ARG;MF;Gimnasia–LP;Liga Profesional Argentina;20;2005;17;13;1,06;11.8;0;0;0;0;0;0;6;0;0.3;0.3;0.2;0.5;9;76;12;0.00;0.00;0.00;0.00;0.00;0.03;0.02;0.04;0.03;0.04;10;0;0.0;0.85;0.00;0.00;;26.8;0;0;0;0.3;0.3;0.03;-0.3;-0.3;427;517;82.6;8644;3308;164;191;85.9;171;195;87.7;84;101;83.2;0;0.2;0.4;-0.2;9;78;8;3;76;23;1.95;21;0;1;0;1;0;0;0.00;0;0;0;0;0;0;20;14;6;9;5;12;22;54.5;10;16;6;10;15;35;23;1;641;25;142;415;91;5;641;14;7;50.0;7;50.0;317;1455;723;9;6;1;23;5;387;12;6;0;0;23;10;0;7;15;14;0;0;0;62;14;11;56.0
279;Lautaro Di Lollo;ARG;DF;Boca Juniors;Liga Profesional Argentina;21;2004;24;19;1,819;20.2;3;0;3;3;0;0;8;0;0.7;0.7;0.2;0.9;17;67;0;0.15;0.00;0.15;0.15;0.15;0.04;0.01;0.05;0.04;0.05;12;4;33.3;0.59;0.20;0.25;0.75;12.7;0;0;0;0.7;0.7;0.06;+2.3;+2.3;1121;1260;89.0;20952;8159;394;415;94.9;625;669;93.4;88;150;58.7;0;0.2;0.2;-0.2;5;53;0;0;67;12;0.59;8;0;0;3;0;1;1;0.05;1;0;0;0;0;0;42;28;30;10;2;22;28;78.6;6;28;12;16;21;63;117;0;1498;129;760;717;31;16;1498;6;4;66.7;2;33.3;809;3978;2379;17;5;0;6;2;1032;0;8;0;0;28;9;1;0;21;28;0;1;0;94;61;40;60.4
280;Ramiro Di Luciano;ARG;DF;Banfield;Liga Profesional Argentina;21;2004;16;13;1,12;12.4;0;2;2;0;0;0;2;0;0.3;0.3;1.1;1.4;28;19;56;0.00;0.16;0.16;0.00;0.16;0.02;0.09;0.11;0.02;0.11;5;2;40.0;0.40;0.16;0.00;0.00;21.1;0;0;0;0.3;0.3;0.05;-0.3;-0.3;266;426;62.4;4498;2263;133;162;82.1;108;168;64.3;19;64;29.7;2;1.1;1.8;+0.9;9;24;8;6;19;19;1.53;14;3;0;0;2;0;2;0.16;2;0;0;0;0;0;19;10;10;7;2;12;18;66.7;6;21;5;16;23;42;50;0;604;44;197;246;167;19;604;31;9;29.0;21;67.7;238;1578;708;28;18;7;25;5;256;56;2;0;0;11;32;0;38;23;10;0;1;0;56;22;15;59.5
290;Jerónimo Domina;ARG;FW,MF;Unión;Liga Profesional Argentina;20;2005;12;8;655;7.3;0;1;1;0;0;0;3;0;2.7;2.7;1.1;3.7;20;9;58;0.00;0.14;0.14;0.00;0.14;0.37;0.14;0.51;0.37;0.51;27;9;33.3;3.71;1.24;0.00;0.00;16.2;0;0;0;2.7;2.7;0.10;-2.7;-2.7;105;150;70.0;1442;217;70;86;81.4;26;37;70.3;5;12;41.7;1;1.1;0.6;-0.1;10;4;5;2;9;16;2.20;10;0;1;4;1;0;2;0.27;1;0;0;1;0;0;4;1;0;3;1;2;4;50.0;2;1;0;1;0;4;5;0;222;5;12;74;139;40;222;10;4;40.0;6;60.0;130;825;366;20;11;7;13;13;166;58;3;0;0;9;7;2;19;0;1;0;0;0;14;12;24;33.3
303;Valentín Escalante;ARG;FW;San Lorenzo;Liga Profesional Argentina;21;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
305;Gonzalo Escudero;ARG;DF;Racing Club;Liga Profesional Argentina;18;2007;2;1;90;1.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;5;1;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;37;49;75.5;631;231;15;17;88.2;18;24;75.0;3;6;50.0;0;0.0;0.1;0.0;1;1;1;0;5;1;1.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;4;2;4;0;0;4;5;80.0;1;0;0;0;1;5;4;0;65;6;28;36;2;1;65;2;2;100.0;0;0.0;21;86;59;1;1;0;3;0;31;1;0;0;0;2;2;0;0;1;2;0;0;0;8;2;5;28.6
309;Santiago Esquivel;ARG;MF;Banfield;Liga Profesional Argentina;21;2004;21;15;1,232;13.7;0;0;0;0;0;0;5;0;0.4;0.4;0.7;1.1;7;68;9;0.00;0.00;0.00;0.00;0.00;0.03;0.05;0.08;0.03;0.08;5;3;60.0;0.37;0.22;0.00;0.00;17.3;0;0;0;0.4;0.4;0.08;-0.4;-0.4;383;485;79.0;7426;2394;139;179;77.7;193;219;88.1;47;66;71.2;0;0.7;0.6;-0.7;13;55;5;1;68;26;1.90;23;0;0;1;0;2;0;0.00;0;0;0;0;0;0;35;18;9;22;4;17;33;51.5;16;17;0;17;16;51;9;1;630;21;99;432;106;16;630;14;5;35.7;9;64.3;302;1616;750;7;6;1;23;18;321;9;5;0;0;26;14;0;4;16;18;0;0;0;91;22;34;39.3
316;Lucio Falasco;ARG;MF,FW;Aldosivi;Liga Profesional Argentina;21;2004;2;0;4;0.0;0;1;1;0;0;0;1;0;0.0;0.0;0.7;0.7;1;0;0;0.00;22.50;22.50;0.00;22.50;0.00;15.33;15.33;0.00;15.33;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;6;8;75.0;114;69;3;3;100.0;2;2;100.0;1;2;50.0;1;0.7;0.1;+0.3;2;1;0;0;0;2;45.00;2;0;0;0;0;0;1;22.50;1;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;8;0;2;2;4;1;8;0;0;;0;;2;19;9;1;0;1;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;1;50.0
325;Manuel Fernández;ARG;MF;Tigre;Liga Profesional Argentina;21;2004;3;0;55;0.6;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.3;3;2;10;0.00;0.00;0.00;0.00;0.00;0.23;0.19;0.42;0.23;0.42;1;0;0.0;1.64;0.00;0.00;;7.5;0;0;0;0.1;0.1;0.14;-0.1;-0.1;15;25;60.0;248;88;8;10;80.0;6;11;54.5;1;3;33.3;0;0.1;0.2;-0.1;2;2;2;2;2;3;4.91;2;0;0;1;0;0;0;0.00;0;0;0;0;0;0;1;0;0;0;1;0;0;;0;2;0;2;0;1;1;0;40;2;2;18;20;2;40;5;3;60.0;2;40.0;27;190;98;3;1;0;5;0;29;10;0;0;0;0;0;0;6;0;0;0;0;0;3;2;0;100.0
326;Manuel Fernández;ARG;FW;Vélez Sarsfield;Liga Profesional Argentina;21;2004;3;0;43;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;4;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;9;16;56.3;151;2;3;5;60.0;5;6;83.3;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;1;0;20;1;4;4;12;1;20;3;2;66.7;1;33.3;12;64;22;1;0;1;2;1;15;4;0;0;0;0;1;0;2;0;0;0;0;0;1;0;3;0.0
332;Santiago Fernández;ARG;DF;Talleres;Liga Profesional Argentina;20;2005;15;13;1,095;12.2;0;0;0;0;0;0;4;0;0.3;0.3;0.0;0.3;5;26;1;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;8;3;37.5;0.66;0.25;0.00;0.00;22.0;0;0;0;0.3;0.3;0.04;-0.3;-0.3;525;597;87.9;10393;3809;135;142;95.1;335;353;94.9;48;86;55.8;0;0.0;0.1;0.0;0;19;0;0;26;8;0.66;6;0;0;0;1;1;0;0.00;0;0;0;0;0;0;20;15;16;4;0;9;10;90.0;1;11;7;4;15;35;86;0;753;103;428;305;22;8;753;2;2;100.0;0;0.0;376;2072;991;5;7;1;5;1;495;1;4;0;0;10;12;0;2;15;15;1;0;0;31;15;28;34.9
345;Alan Forneris;ARG;MF;Racing Club;Liga Profesional Argentina;20;2005;6;5;395;4.4;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;3;14;3;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02;2;0;0.0;0.46;0.00;0.00;;23.1;0;0;0;0.1;0.1;0.03;-0.1;-0.1;209;258;81.0;4272;1214;62;72;86.1;120;140;85.7;27;44;61.4;0;0.0;0.0;0.0;2;11;1;0;14;6;1.37;5;0;0;1;0;0;0;0.00;0;0;0;0;0;0;13;9;9;4;0;6;11;54.5;5;4;3;1;5;18;15;0;302;17;88;203;14;1;302;1;0;0.0;1;100.0;151;652;338;3;1;0;1;1;187;3;1;0;0;6;4;0;0;5;9;0;0;0;19;3;5;37.5
351;Joaquín Freitas;ARG;FW;River Plate;Liga Profesional Argentina;18;2006;1;0;17;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;4;6;66.7;41;1;3;4;75.0;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;1;2;50.0;1;2;0;2;0;1;0;0;11;0;0;4;7;1;11;0;0;;0;;4;19;12;0;0;0;3;0;6;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;3;0.0
377;Mariano Gerez;ARG;MF;Lanús;Liga Profesional Argentina;19;2006;1;0;11;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.15;0.15;0.15;1;0;0.0;8.18;0.00;0.00;;21.2;0;0;0;0.0;0.0;0.02;0.0;0.0;3;5;60.0;54;27;1;3;33.3;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;0;1;1;2;2;100.0;0;1;0;1;0;2;0;0;8;0;1;5;2;0;8;0;0;;0;;1;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
385;Thiago Gigena;ARG;FW,MF;Newell's OB;Liga Profesional Argentina;20;2005;2;0;18;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.12;0.12;0.12;1;0;0.0;5.00;0.00;0.00;;11.9;0;0;0;0.0;0.0;0.02;0.0;0.0;1;1;100.0;13;0;1;1;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;1;0;5;1;1;3;1;1;5;0;0;;0;;2;2;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
388;Elián Giménez;ARG;MF;Sarmiento;Liga Profesional Argentina;21;2004;24;16;1,48;16.4;2;1;3;2;0;0;4;0;0.8;0.8;0.3;1.2;11;56;17;0.12;0.06;0.18;0.12;0.18;0.05;0.02;0.07;0.05;0.07;24;3;12.5;1.46;0.18;0.08;0.67;26.6;0;0;0;0.8;0.8;0.03;+1.2;+1.2;400;512;78.1;7906;2214;143;171;83.6;194;237;81.9;58;86;67.4;1;0.3;0.4;+0.7;9;44;6;1;56;29;1.76;19;1;2;3;2;2;3;0.18;2;0;0;0;0;1;37;26;17;17;3;20;48;41.7;28;25;3;22;24;61;29;0;713;26;176;438;113;1;713;23;15;65.2;8;34.8;318;1688;775;11;9;1;28;16;345;17;4;0;0;22;12;0;4;24;26;0;0;0;95;11;20;35.5
390;Juan Giménez;ARG;DF;Rosario Central;Liga Profesional Argentina;19;2006;7;4;316;3.5;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;4;16;1;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02;1;0;0.0;0.28;0.00;0.00;;13.0;0;0;0;0.1;0.1;0.06;-0.1;-0.1;149;171;87.1;3267;1065;31;34;91.2;93;104;89.4;24;29;82.8;0;0.0;0.0;0.0;0;16;1;0;16;1;0.28;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;3;2;2;1;0;1;1;100.0;0;7;5;2;3;6;14;0;207;18;97;111;4;1;207;5;4;80.0;1;20.0;120;677;515;4;1;0;5;0;124;1;1;0;0;3;2;0;0;3;2;0;0;0;23;3;5;37.5
400;Dilan Godoy;ARG;FW;Vélez Sarsfield;Liga Profesional Argentina;19;2006;9;5;434;4.8;2;1;3;1;1;1;1;0;2.0;1.2;0.7;1.9;6;3;42;0.41;0.21;0.62;0.21;0.41;0.42;0.14;0.56;0.26;0.40;9;4;44.4;1.87;0.83;0.11;0.25;19.8;2;1;1;2.0;1.2;0.14;0.0;-0.2;57;86;66.3;663;103;42;50;84.0;10;24;41.7;1;1;100.0;1;0.7;0.5;+0.3;4;4;2;0;3;13;2.70;9;0;1;2;1;0;3;0.62;2;0;0;1;0;0;7;5;1;3;3;2;4;50.0;2;1;0;1;0;7;4;0;166;2;7;72;89;24;165;10;1;10.0;7;70.0;104;429;169;6;5;3;37;6;124;42;1;0;0;8;6;0;4;0;5;0;0;0;6;16;16;50.0
403;Joel Godoy;ARG;DF;Sarmiento;Liga Profesional Argentina;20;2005;21;20;1,738;19.3;1;0;1;1;0;0;5;0;0.6;0.6;0.4;1.0;29;42;30;0.05;0.00;0.05;0.05;0.05;0.03;0.02;0.05;0.03;0.05;13;3;23.1;0.67;0.16;0.08;0.33;18.4;0;0;0;0.6;0.6;0.05;+0.4;+0.4;328;595;55.1;6086;3348;134;174;77.0;159;268;59.3;34;113;30.1;0;0.4;0.3;-0.4;7;30;5;1;42;32;1.66;13;4;7;3;4;1;0;0.00;0;0;0;0;0;0;44;26;24;18;2;23;40;57.5;17;20;11;9;21;65;74;0;842;66;318;335;198;23;842;44;27;61.4;16;36.4;263;1913;968;29;17;8;23;17;275;30;5;0;0;35;24;0;32;21;26;0;0;0;79;23;28;45.1
412;Lucas Gómez;ARG;MF;Arg Juniors;Liga Profesional Argentina;21;2004;21;3;552;6.1;1;1;2;1;0;0;1;0;0.6;0.6;0.2;0.7;7;23;9;0.16;0.16;0.33;0.16;0.33;0.09;0.03;0.12;0.09;0.12;4;2;50.0;0.65;0.33;0.25;0.50;18.8;0;0;0;0.6;0.6;0.14;+0.4;+0.4;316;368;85.9;5567;1631;150;159;94.3;126;137;92.0;37;52;71.2;1;0.2;0.1;+0.8;4;25;1;1;23;13;2.12;10;1;0;0;2;0;0;0.00;0;0;0;0;0;0;10;5;1;9;0;1;4;25.0;3;6;1;5;4;14;8;0;425;10;126;262;38;3;425;4;2;50.0;2;50.0;244;953;443;7;2;0;8;9;304;9;1;0;0;15;9;0;2;4;5;0;0;0;37;8;5;61.5
414;Matias Gomez;ARG;DF,MF;Talleres;Liga Profesional Argentina;20;2005;6;1;146;1.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;8;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;64;95;67.4;1004;507;35;43;81.4;22;31;71.0;5;11;45.5;0;0.0;0.0;0.0;0;4;1;0;8;3;1.86;2;1;0;0;0;0;0;0.00;0;0;0;0;0;0;15;9;6;7;2;8;8;100.0;0;2;0;2;0;15;12;0;127;10;53;59;15;0;127;1;0;0.0;1;100.0;40;94;37;1;0;0;2;0;52;3;0;0;0;6;1;0;2;0;9;0;0;0;10;5;5;50.0
